@relation dataset_feat_h

@attribute comm numeric
@attribute adev numeric
@attribute ddev numeric
@attribute exp numeric
@attribute oexp numeric
@attribute modd numeric
@attribute mods numeric
@attribute nloc numeric
@attribute cyco numeric
@attribute addl numeric
@attribute reml numeric
@attribute label {clean,defective}

@data
1,1,1,5929245,4894,1,1272,12752,6013,2689,2205,clean
1,1,1,5929245,4894,1,1272,12752,6013,2689,2205,clean
1,1,1,5929245,4894,1,1272,12752,6013,2689,2205,clean
1,1,1,5929245,4894,1,1272,12752,6013,2689,2205,clean
1,1,1,5929245,4894,1,1272,12752,6013,2689,2205,clean
1,1,1,5929245,4894,1,1272,12752,6013,2689,2205,clean
1,1,1,5929245,4894,1,1272,12752,6013,2689,2205,clean
1,1,1,5929245,4894,1,1272,12752,6013,2689,2205,clean
1,1,1,5929245,4894,1,1272,12752,6013,2689,2205,clean
1,1,1,5929245,4894,1,1272,12752,6013,2689,2205,clean
1,1,1,5929245,4894,1,1272,12752,6013,2689,2205,clean
1,1,1,5929245,4894,1,1272,12752,6013,2689,2205,clean
1,1,1,5929245,4894,1,1272,12752,6013,2689,2205,clean
1,1,1,5929245,4894,1,1272,12752,6013,2689,2205,clean
1,1,1,5929245,4894,1,1272,12752,6013,2689,2205,clean
1,1,1,5929245,4894,1,1272,12752,6013,2689,2205,clean
1,1,1,5929245,4894,1,1272,12752,6013,2689,2205,clean
1,1,1,5929245,4894,1,1272,12752,6013,2689,2205,clean
1,1,1,5929245,4894,1,1272,12752,6013,2689,2205,clean
1,1,1,5929245,4894,1,1272,12752,6013,2689,2205,clean
1,1,1,5929245,4894,1,1272,12752,6013,2689,2205,clean
1,1,1,5929245,4894,1,1272,12752,6013,2689,2205,clean
1,1,1,5929245,4894,1,1272,12752,6013,2689,2205,clean
1,1,1,5929245,4894,1,1272,12752,6013,2689,2205,clean
1,1,1,5929245,4894,1,1272,12752,6013,2689,2205,clean
1,1,1,96,20,1,1272,1414,322,12,8,clean
2,2,2,22,14,2,1272,976,152,12,6,defective
1,1,3,437,42,1,539,1039,159,23,19,clean
1,1,1,3611,3635,2,1272,0,0,0,1817,clean
1,1,1,4,4,1,1272,99,27,4,0,clean
1,1,1,50,51,1,1272,36,6,50,1,clean
1,1,1,50,51,1,1272,36,6,50,1,clean
1,1,1,50,51,1,1272,36,6,50,1,clean
1,1,1,50,51,1,1272,36,6,50,1,clean
1,1,1,50,51,1,1272,36,6,50,1,clean
1,1,1,908,908,1,1272,595,111,908,0,clean
1,1,1,153671,960,1,1272,344,76,203,757,clean
2,2,1,6106,1145,2,1272,541,119,123,449,clean
1,1,1,61,61,1,1272,0,0,0,61,clean
1,1,1,284,284,1,1272,0,0,0,284,clean
2,2,2,20,45,2,1272,7,0,24,1,clean
2,2,2,28,30,2,1272,29,2,6,11,clean
1,1,1,72,72,1,1272,24,6,72,0,clean
1,1,1,204,40,1,1272,24,4,34,6,clean
1,1,1,65,65,1,1272,14,2,65,0,clean
1,1,1,66,66,1,1272,0,0,0,66,clean
3,3,3,62,4,3,1272,400,92,11,24,clean
1,1,4,4,4,1,539,388,85,2,2,clean
1,1,1,75,20,1,1272,248,63,15,5,clean
1,1,1,271,271,1,1272,0,0,0,271,clean
1,1,1,3,3,1,1272,1010,205,3,0,clean
1,1,2,813,2041,2,539,735,150,1020,0,clean
1,1,1,284,284,1,1272,0,0,0,284,clean
1,1,1,240,240,1,1272,0,0,0,240,clean
1,1,1,143,143,1,1272,0,0,0,143,clean
1,1,1,271,271,1,1272,0,0,0,271,clean
2,2,1,9,12,2,1272,7,0,3,3,clean
1,1,1,819,100,1,1272,817,138,91,9,clean
1,1,1,2,6,2,1272,68,11,2,1,clean
1,1,1,3,4,1,1272,98,49,3,1,clean
1,1,1,6,6,1,1272,705,172,6,0,clean
1,1,2,14,14,1,539,368,63,14,0,clean
1,1,1,1159,80,1,1272,333,83,61,19,clean
1,1,1,8763,196,1,1272,1146,228,127,69,clean
1,1,1,27189,534,1,1272,744,161,477,57,clean
1,1,1,1960,118,1,1272,155,30,98,20,clean
1,1,1,350,350,1,1272,0,0,0,350,clean
1,1,1,8,6,1,1272,42,5,4,2,clean
1,1,1,36,12,1,1272,17,2,6,6,clean
1,1,1,61,61,1,1272,0,0,0,61,clean
1,1,1,46948,509,1,1272,752,163,388,121,clean
1,1,1,180,27,1,1272,503,191,15,12,clean
1,1,1,204,40,1,1272,24,4,34,6,clean
1,1,1,13,14,1,1272,190,0,13,1,clean
1,1,1,204,40,1,1272,24,4,34,6,clean
1,1,1,50,51,1,1272,36,6,50,1,clean
1,1,1,255,255,1,1272,0,0,0,255,clean
1,1,1,284,284,1,1272,0,0,0,284,clean
1,1,1,4,4,1,1272,64,0,0,4,clean
1,1,1,37,37,1,1272,0,0,0,37,clean
1,1,1,18,18,1,1272,145,10,18,0,clean
1,1,1,695286,2375,1,1272,5732,0,2033,342,clean
1,1,1,695286,2375,1,1272,5732,0,2033,342,clean
1,1,1,695286,2375,1,1272,5732,0,2033,342,clean
1,1,1,695286,2375,1,1272,5732,0,2033,342,clean
1,1,1,695286,2375,1,1272,5732,0,2033,342,clean
1,1,1,695286,2375,1,1272,5732,0,2033,342,clean
1,1,1,695286,2375,1,1272,5732,0,2033,342,clean
1,1,1,695286,2375,1,1272,5732,0,2033,342,clean
1,1,1,695286,2375,1,1272,5732,0,2033,342,clean
1,1,1,695286,2375,1,1272,5732,0,2033,342,clean
1,1,1,695286,2375,1,1272,5732,0,2033,342,clean
1,1,1,695286,2375,1,1272,5732,0,2033,342,clean
1,1,1,695286,2375,1,1272,5732,0,2033,342,clean
1,1,1,695286,2375,1,1272,5732,0,2033,342,clean
1,1,1,695286,2375,1,1272,5732,0,2033,342,clean
1,1,1,695286,2375,1,1272,5732,0,2033,342,clean
1,1,1,695286,2375,1,1272,5732,0,2033,342,clean
1,1,1,695286,2375,1,1272,5732,0,2033,342,clean
1,1,1,695286,2375,1,1272,5732,0,2033,342,clean
1,1,1,695286,2375,1,1272,5732,0,2033,342,clean
1,1,1,695286,2375,1,1272,5732,0,2033,342,clean
1,1,1,695286,2375,1,1272,5732,0,2033,342,clean
1,1,1,695286,2375,1,1272,5732,0,2033,342,clean
1,1,1,695286,2375,1,1272,5732,0,2033,342,clean
1,1,1,695286,2375,1,1272,5732,0,2033,342,clean
1,1,1,695286,2375,1,1272,5732,0,2033,342,clean
1,1,1,695286,2375,1,1272,5732,0,2033,342,clean
1,1,1,695286,2375,1,1272,5732,0,2033,342,clean
1,1,1,695286,2375,1,1272,5732,0,2033,342,clean
1,1,1,695286,2375,1,1272,5732,0,2033,342,clean
1,1,1,695286,2375,1,1272,5732,0,2033,342,clean
1,1,1,695286,2375,1,1272,5732,0,2033,342,clean
1,1,1,695286,2375,1,1272,5732,0,2033,342,clean
1,1,1,695286,2375,1,1272,5732,0,2033,342,clean
1,1,1,695286,2375,1,1272,5732,0,2033,342,clean
1,1,1,695286,2375,1,1272,5732,0,2033,342,clean
1,1,1,695286,2375,1,1272,5732,0,2033,342,clean
1,1,1,695286,2375,1,1272,5732,0,2033,342,clean
1,1,1,695286,2375,1,1272,5732,0,2033,342,clean
1,1,1,695286,2375,1,1272,5732,0,2033,342,clean
1,1,1,695286,2375,1,1272,5732,0,2033,342,clean
1,1,1,695286,2375,1,1272,5732,0,2033,342,clean
1,1,1,695286,2375,1,1272,5732,0,2033,342,clean
1,1,1,695286,2375,1,1272,5732,0,2033,342,clean
1,1,1,695286,2375,1,1272,5732,0,2033,342,clean
1,1,1,695286,2375,1,1272,5732,0,2033,342,clean
1,1,1,695286,2375,1,1272,5732,0,2033,342,clean
1,1,1,695286,2375,1,1272,5732,0,2033,342,clean
1,1,1,695286,2375,1,1272,5732,0,2033,342,clean
1,1,1,695286,2375,1,1272,5732,0,2033,342,clean
1,1,1,695286,2375,1,1272,5732,0,2033,342,clean
1,1,1,695286,2375,1,1272,5732,0,2033,342,clean
1,1,1,695286,2375,1,1272,5732,0,2033,342,clean
1,1,1,695286,2375,1,1272,5732,0,2033,342,clean
1,1,1,695286,2375,1,1272,5732,0,2033,342,clean
1,1,1,695286,2375,1,1272,5732,0,2033,342,clean
1,1,1,695286,2375,1,1272,5732,0,2033,342,clean
1,1,1,695286,2375,1,1272,5732,0,2033,342,clean
1,1,1,695286,2375,1,1272,5732,0,2033,342,clean
1,1,1,695286,2375,1,1272,5732,0,2033,342,clean
1,1,1,695286,2375,1,1272,5732,0,2033,342,clean
1,1,1,695286,2375,1,1272,5732,0,2033,342,clean
1,1,1,695286,2375,1,1272,5732,0,2033,342,clean
1,1,1,695286,2375,1,1272,5732,0,2033,342,clean
1,1,1,695286,2375,1,1272,5732,0,2033,342,clean
1,1,1,695286,2375,1,1272,5732,0,2033,342,clean
1,1,1,695286,2375,1,1272,5732,0,2033,342,clean
1,1,1,695286,2375,1,1272,5732,0,2033,342,clean
1,1,1,695286,2375,1,1272,5732,0,2033,342,clean
1,1,1,695286,2375,1,1272,5732,0,2033,342,clean
1,1,1,695286,2375,1,1272,5732,0,2033,342,clean
1,1,1,695286,2375,1,1272,5732,0,2033,342,clean
1,1,1,695286,2375,1,1272,5732,0,2033,342,clean
1,1,1,695286,2375,1,1272,5732,0,2033,342,clean
1,1,1,695286,2375,1,1272,5732,0,2033,342,clean
1,1,1,695286,2375,1,1272,5732,0,2033,342,clean
1,1,1,695286,2375,1,1272,5732,0,2033,342,clean
1,1,1,695286,2375,1,1272,5732,0,2033,342,clean
1,1,1,695286,2375,1,1272,5732,0,2033,342,clean
1,1,1,695286,2375,1,1272,5732,0,2033,342,clean
1,1,1,695286,2375,1,1272,5732,0,2033,342,clean
1,1,1,695286,2375,1,1272,5732,0,2033,342,clean
1,1,1,695286,2375,1,1272,5732,0,2033,342,clean
1,1,1,695286,2375,1,1272,5732,0,2033,342,clean
1,1,1,695286,2375,1,1272,5732,0,2033,342,clean
1,1,1,695286,2375,1,1272,5732,0,2033,342,clean
1,1,1,695286,2375,1,1272,5732,0,2033,342,clean
1,1,1,695286,2375,1,1272,5732,0,2033,342,clean
1,1,1,695286,2375,1,1272,5732,0,2033,342,clean
1,1,1,695286,2375,1,1272,5732,0,2033,342,clean
1,1,1,695286,2375,1,1272,5732,0,2033,342,clean
1,1,1,695286,2375,1,1272,5732,0,2033,342,clean
1,1,1,695286,2375,1,1272,5732,0,2033,342,clean
1,1,1,695286,2375,1,1272,5732,0,2033,342,clean
1,1,1,695286,2375,1,1272,5732,0,2033,342,clean
1,1,1,695286,2375,1,1272,5732,0,2033,342,clean
1,1,1,695286,2375,1,1272,5732,0,2033,342,clean
1,1,1,695286,2375,1,1272,5732,0,2033,342,clean
1,1,1,695286,2375,1,1272,5732,0,2033,342,clean
1,1,1,695286,7125,3,1272,5732,0,2033,342,clean
1,1,1,1904,135,1,1272,397,0,119,16,clean
1,1,1,1904,135,1,1272,397,0,119,16,clean
1,1,1,1904,135,1,1272,397,0,119,16,clean
1,1,1,1904,135,1,1272,397,0,119,16,clean
1,1,1,1904,135,1,1272,397,0,119,16,clean
1,1,1,1904,135,1,1272,397,0,119,16,clean
1,1,1,1904,135,1,1272,397,0,119,16,clean
1,1,1,1904,135,1,1272,397,0,119,16,clean
1,1,1,1904,135,1,1272,397,0,119,16,clean
1,1,1,1904,135,1,1272,397,0,119,16,clean
1,1,1,1904,135,1,1272,397,0,119,16,clean
1,1,1,1904,135,1,1272,397,0,119,16,clean
1,1,1,1904,135,1,1272,397,0,119,16,clean
1,1,1,1904,135,1,1272,397,0,119,16,clean
1,1,1,1904,135,1,1272,397,0,119,16,clean
2,2,1,663,67,2,1272,318,41,21,12,clean
1,1,1,663,56,1,1272,319,41,39,17,clean
1,1,1,663,56,1,1272,319,41,39,17,clean
1,1,1,52,28,1,1272,500,122,26,2,clean
1,1,2,540,57,1,539,731,166,45,12,clean
1,1,1,52,28,1,1272,500,122,26,2,clean
1,1,2,540,57,1,539,731,166,45,12,clean
1,1,1,52,28,1,1272,500,122,26,2,clean
1,1,2,540,57,1,539,731,166,45,12,clean
1,1,1,52,28,1,1272,500,122,26,2,clean
1,1,2,540,57,1,539,731,166,45,12,clean
1,1,1,52,28,1,1272,500,122,26,2,clean
1,1,2,540,57,1,539,731,166,45,12,clean
1,1,1,52,28,1,1272,500,122,26,2,clean
1,1,2,540,57,1,539,731,166,45,12,clean
1,1,1,52,28,1,1272,500,122,26,2,clean
1,1,2,540,57,1,539,731,166,45,12,clean
1,1,1,19,20,1,1272,13,0,1,19,clean
1,1,1,4,34,2,1272,25,2,4,12,clean
1,1,1,50,51,1,1272,36,6,50,1,clean
2,2,1,36,972,2,1272,180,39,104,381,clean
2,2,1,36,972,2,1272,180,39,104,381,clean
1,1,1,137,137,1,1272,0,0,0,137,clean
1,1,1,153671,960,1,1272,344,76,203,757,clean
1,1,1,61,61,1,1272,0,0,0,61,clean
1,1,1,369,50,1,1272,90,13,9,41,clean
1,1,1,24,24,1,1272,0,0,0,24,clean
1,1,1,18828,559,1,1272,578,166,523,36,clean
1,1,2,11,12,1,539,584,168,11,1,clean
1,1,1,101,101,1,1272,50,0,101,0,clean
1,1,1,69,132,2,1272,0,0,0,66,clean
1,1,1,118,118,1,1272,0,0,0,118,clean
2,2,1,16,38,2,1272,251,67,10,9,defective
1,1,1,2312,153,1,1272,875,133,136,17,clean
2,2,2,2,5,2,1272,2589,648,3,0,clean
1,1,1,271,271,1,1272,0,0,0,271,clean
1,1,1,271,271,1,1272,0,0,0,271,clean
1,1,1,271,271,1,1272,0,0,0,271,clean
1,1,1,161,30,1,1272,28,2,7,23,clean
1,1,1,1320,206,2,1272,144,26,88,15,defective
1,1,1,68,36,1,1272,317,0,34,2,clean
1,1,1,68,36,1,1272,317,0,34,2,clean
1,1,1,68,36,1,1272,317,0,34,2,clean
1,1,1,68,36,1,1272,317,0,34,2,clean
2,2,1,2,8,2,1272,436,75,2,2,clean
1,1,1,45,46,1,1272,994,156,45,1,clean
1,1,2,437,42,1,539,1039,159,23,19,clean
2,2,2,5839,82,2,1272,1602,397,145,60,clean
1,1,1,117,117,1,1272,51,6,117,0,clean
1,1,1,11,12,1,1272,463,142,11,1,clean
1,1,1,289872,1077,1,1272,1105,288,528,549,defective
1,1,2,5643,156,1,539,1149,304,99,57,clean
1,1,1,61,61,1,1272,0,0,0,61,clean
1,1,1,1143,1333,2,1272,488,84,666,0,clean
1,1,1,273,273,1,1272,0,0,0,273,clean
1,1,1,3430,119,1,1272,304,43,49,70,clean
1,1,1,614,3772,9,1272,0,0,0,419,clean
1,1,1,93,93,1,1272,0,0,0,93,clean
1,1,1,614,1674,3,1272,0,0,0,558,clean
1,1,1,614,1467,3,1272,0,0,0,489,clean
1,1,1,637,637,1,1272,0,0,0,637,clean
1,1,1,284,284,1,1272,0,0,0,284,clean
1,1,1,1159,80,1,1272,333,83,61,19,clean
3,3,1,2400,251,3,1272,257,41,76,7,defective
1,1,2,264,35,1,539,282,44,24,11,clean
1,1,1,2760,353,1,1272,1138,241,345,8,clean
1,1,1,2400,212,1,1272,245,38,200,12,defective
1,1,2,264,35,1,539,282,44,24,11,clean
2,2,1,16,38,2,1272,251,67,10,9,defective
4,4,3,1966,41,5,1272,1207,287,166,437,defective
1,1,4,3510,119,1,539,432,79,54,65,clean
2,2,2,129,48,2,1272,24,2,32,11,defective
1,1,1,95,95,1,1272,309,96,95,0,clean
1,1,1,1143,1143,1,1272,873,166,1143,0,clean
3,3,1,49,88,3,1272,2986,610,10,18,defective
2,2,1,348,78,2,1272,3000,616,32,6,clean
1,1,1,3620,386,2,1272,2522,567,175,17,clean
1,1,2,35912,637,2,539,2601,590,203,115,clean
1,1,1,92,48,1,1272,663,124,46,2,clean
5,5,1,360,844,5,1272,1288,255,65,103,defective
1,1,1,14,14,1,1272,2099,460,14,0,defective
3,3,3,3208,52,3,539,943,198,188,148,clean
1,1,1,235,52,1,1272,1385,330,47,5,clean
1,1,2,961,62,1,539,1388,328,31,31,clean
2,2,1,3679,354,2,1272,936,190,156,20,defective
1,1,2,72,22,1,539,942,194,18,4,clean
1,1,1,321,321,1,1272,0,0,0,321,clean
3,3,2,135,115,3,1272,4125,1131,32,8,defective
1,1,3,3888,129,1,539,4165,1132,81,48,clean
1,1,1,61761,530,1,1272,1392,240,357,173,clean
1,1,1,2312,153,1,1272,875,133,136,17,clean
1,1,1,96,96,1,1272,142,50,96,0,clean
2,2,3,48,19,2,539,146,52,12,4,defective
1,1,1,7040,168,1,1272,1136,143,88,80,clean
1,1,1,8932,347,1,1272,881,185,319,28,clean
1,1,1,8932,347,1,1272,881,185,319,28,clean
1,1,2,10878,221,1,539,951,198,147,74,clean
1,1,1,631,631,1,1272,371,107,631,0,clean
1,1,1,8932,347,1,1272,881,185,319,28,clean
1,1,1,440,42,1,1272,174,21,20,22,clean
2,2,2,588,20,2,1272,4683,1156,41,31,clean
1,1,1,5929245,4894,1,1272,12752,6013,2689,2205,clean
1,1,1,5929245,4894,1,1272,12752,6013,2689,2205,clean
1,1,1,5929245,4894,1,1272,12752,6013,2689,2205,clean
1,1,1,45,46,1,1272,994,156,45,1,clean
1,1,1,18438,648,4,1272,971,228,151,10,clean
2,2,3,61,3780,3,539,1232,291,0,1260,clean
1,1,1,240,294,3,1272,1026,215,98,0,clean
1,1,1,260,57,1,539,862,184,52,5,defective
1,1,1,29,30,1,539,54,12,29,1,clean
1,1,1,29,30,1,539,54,12,29,1,clean
3,3,3,4,6,4,539,239,48,3,1,clean
1,1,1,64,64,1,539,4,0,64,0,clean
1,1,1,23154,505,1,539,19,0,51,454,clean
1,1,1,23154,505,1,539,19,0,51,454,clean
1,1,1,612,77,1,539,235,3,68,9,clean
2,2,2,34,25,4,539,30,2,16,14,clean
1,1,1,4,4,1,539,647,1,4,0,clean
1,1,1,10,11,1,539,629,0,10,1,clean
1,1,1,3,14,2,539,122,29,5,1,clean
1,1,1,29,30,1,539,54,12,29,1,clean
1,1,1,29,30,1,539,54,12,29,1,clean
1,1,1,29,30,1,539,54,12,29,1,clean
1,1,1,1228,1228,1,539,876,168,1228,0,clean
1,1,1,10,10,1,539,46,0,0,10,clean
3,3,2,246,110,3,539,44,3,34,35,clean
1,1,1,343,343,1,539,103,0,343,0,clean
1,1,1,220,220,1,539,80,12,220,0,clean
2,2,2,20,20,2,539,14,1,10,10,clean
6,6,2,332,278,6,539,2677,568,134,85,defective
4,4,1,12,60,4,539,298,50,9,5,defective
1,1,1,5280,151,1,539,2694,567,96,55,clean
2,2,2,24681823,12522,2,539,4419,746,6259,6259,clean
1,1,1,13323,13323,1,539,5900,0,13323,0,clean
1,1,1,2,3,1,539,1855,27,1,2,clean
1,1,1,1731,1731,1,539,937,172,1731,0,defective
2,2,2,2,2,2,539,281,51,1,1,clean
1,1,1,1755,204,1,539,590,110,195,9,clean
1,1,1,8,8,1,539,20,8,8,0,clean
1,1,1,26325,406,1,539,3474,835,325,81,clean
1,1,1,324,111,1,539,350,65,108,3,clean
1,1,1,101748,739,1,539,3251,803,556,183,clean
1,1,1,101748,739,1,539,3251,803,556,183,clean
2,2,2,62828,416,2,539,1710,323,629,229,clean
1,1,1,6,7,1,539,1025,295,6,1,clean
1,1,1,529,46,1,539,2,0,23,23,clean
1,1,1,529,46,1,539,2,0,23,23,clean
1,1,1,529,46,1,539,2,0,23,23,clean
1,1,1,529,46,1,539,2,0,23,23,clean
1,1,1,529,46,1,539,2,0,23,23,clean
2,2,2,156,22,2,539,130,42,117,4,defective
4,4,2,156,35,4,539,131,42,61,3,defective
2,2,2,13144,297,4,539,237,35,74,74,clean
2,2,2,13144,230,2,539,439,71,115,115,clean
1,1,1,234,70,2,539,734,162,26,9,clean
1,1,1,225,68,2,539,929,176,25,9,clean
1,1,1,13323,13323,1,539,5900,0,13323,0,clean
1,1,1,13323,13323,1,539,5900,0,13323,0,clean
1,1,1,13323,13323,1,539,5900,0,13323,0,clean
1,1,1,13323,13323,1,539,5900,0,13323,0,clean
1,1,1,13323,13323,1,539,5900,0,13323,0,clean
1,1,1,13323,13323,1,539,5900,0,13323,0,clean
1,1,1,13323,13323,1,539,5900,0,13323,0,clean
1,1,1,13323,13323,1,539,5900,0,13323,0,clean
1,1,1,13323,13323,1,539,5900,0,13323,0,clean
1,1,1,13323,13323,1,539,5900,0,13323,0,clean
1,1,1,13323,13323,1,539,5900,0,13323,0,clean
1,1,1,13323,13323,1,539,5900,0,13323,0,clean
1,1,1,13323,13323,1,539,5900,0,13323,0,clean
1,1,1,13323,13323,1,539,5900,0,13323,0,clean
1,1,1,13323,13323,1,539,5900,0,13323,0,clean
1,1,1,13323,13323,1,539,5900,0,13323,0,clean
1,1,1,13323,13323,1,539,5900,0,13323,0,clean
1,1,1,13323,13323,1,539,5900,0,13323,0,clean
1,1,1,13323,13323,1,539,5900,0,13323,0,clean
1,1,1,13323,13323,1,539,5900,0,13323,0,clean
1,1,1,13323,13323,1,539,5900,0,13323,0,clean
1,1,1,13323,13323,1,539,5900,0,13323,0,clean
1,1,1,13323,13323,1,539,5900,0,13323,0,clean
1,1,1,13323,13323,1,539,5900,0,13323,0,clean
1,1,1,13323,13323,1,539,5900,0,13323,0,clean
1,1,1,13323,13323,1,539,5900,0,13323,0,clean
1,1,1,13323,13323,1,539,5900,0,13323,0,clean
1,1,1,13323,13323,1,539,5900,0,13323,0,clean
1,1,1,13323,13323,1,539,5900,0,13323,0,clean
1,1,1,13323,13323,1,539,5900,0,13323,0,clean
1,1,1,13323,13323,1,539,5900,0,13323,0,clean
1,1,1,13323,13323,1,539,5900,0,13323,0,clean
1,1,1,13323,13323,1,539,5900,0,13323,0,clean
1,1,1,13323,13323,1,539,5900,0,13323,0,clean
1,1,1,13323,13323,1,539,5900,0,13323,0,clean
1,1,1,13323,13323,1,539,5900,0,13323,0,clean
1,1,1,13323,13323,1,539,5900,0,13323,0,clean
1,1,1,13323,13323,1,539,5900,0,13323,0,clean
1,1,1,13323,13323,1,539,5900,0,13323,0,clean
1,1,1,13323,13323,1,539,5900,0,13323,0,clean
1,1,1,13323,13323,1,539,5900,0,13323,0,clean
1,1,1,13323,13323,1,539,5900,0,13323,0,clean
1,1,1,13323,13323,1,539,5900,0,13323,0,clean
1,1,1,13323,13323,1,539,5900,0,13323,0,clean
1,1,1,13323,13323,1,539,5900,0,13323,0,clean
1,1,1,13323,13323,1,539,5900,0,13323,0,clean
1,1,1,13323,13323,1,539,5900,0,13323,0,clean
1,1,1,13323,13323,1,539,5900,0,13323,0,clean
1,1,1,13323,13323,1,539,5900,0,13323,0,clean
1,1,1,13323,13323,1,539,5900,0,13323,0,clean
1,1,1,13323,13323,1,539,5900,0,13323,0,clean
1,1,1,13323,13323,1,539,5900,0,13323,0,clean
1,1,1,13323,13323,1,539,5900,0,13323,0,clean
1,1,1,13323,13323,1,539,5900,0,13323,0,clean
1,1,1,13323,13323,1,539,5900,0,13323,0,clean
1,1,1,13323,13323,1,539,5900,0,13323,0,clean
1,1,1,13323,13323,1,539,5900,0,13323,0,clean
1,1,1,13323,13323,1,539,5900,0,13323,0,clean
1,1,1,13323,13323,1,539,5900,0,13323,0,clean
1,1,1,13323,13323,1,539,5900,0,13323,0,clean
1,1,1,13323,13323,1,539,5900,0,13323,0,clean
1,1,1,13323,13323,1,539,5900,0,13323,0,clean
1,1,1,13323,13323,1,539,5900,0,13323,0,clean
1,1,1,13323,13323,1,539,5900,0,13323,0,clean
1,1,1,13323,13323,1,539,5900,0,13323,0,clean
1,1,1,13323,13323,1,539,5900,0,13323,0,clean
1,1,1,13323,13323,1,539,5900,0,13323,0,clean
1,1,1,13323,13323,1,539,5900,0,13323,0,clean
1,1,1,13323,13323,1,539,5900,0,13323,0,clean
1,1,1,13323,13323,1,539,5900,0,13323,0,clean
1,1,1,13323,13323,1,539,5900,0,13323,0,clean
1,1,1,13323,13323,1,539,5900,0,13323,0,clean
1,1,1,13323,13323,1,539,5900,0,13323,0,clean
1,1,1,13323,13323,1,539,5900,0,13323,0,clean
1,1,1,13323,13323,1,539,5900,0,13323,0,clean
1,1,1,13323,13323,1,539,5900,0,13323,0,clean
1,1,1,13323,13323,1,539,5900,0,13323,0,clean
1,1,1,13323,13323,1,539,5900,0,13323,0,clean
1,1,1,13323,13323,1,539,5900,0,13323,0,clean
1,1,1,13323,13323,1,539,5900,0,13323,0,clean
1,1,1,13323,13323,1,539,5900,0,13323,0,clean
1,1,1,13323,13323,1,539,5900,0,13323,0,clean
1,1,1,13323,13323,1,539,5900,0,13323,0,clean
1,1,1,13323,13323,1,539,5900,0,13323,0,clean
1,1,1,13323,13323,1,539,5900,0,13323,0,clean
1,1,1,13323,13323,1,539,5900,0,13323,0,clean
1,1,1,13323,13323,1,539,5900,0,13323,0,clean
1,1,1,13323,13323,1,539,5900,0,13323,0,clean
1,1,1,13323,13323,1,539,5900,0,13323,0,clean
1,1,1,13323,13323,1,539,5900,0,13323,0,clean
1,1,1,13323,13323,1,539,5900,0,13323,0,clean
1,1,1,13323,13323,1,539,5900,0,13323,0,clean
1,1,1,13323,13323,1,539,5900,0,13323,0,clean
1,1,1,13323,13323,1,539,5900,0,13323,0,clean
1,1,1,13323,13323,1,539,5900,0,13323,0,clean
1,1,1,13323,13323,1,539,5900,0,13323,0,clean
1,1,1,13323,13323,1,539,5900,0,13323,0,clean
1,1,1,13323,13323,1,539,5900,0,13323,0,clean
1,1,1,13323,13323,1,539,5900,0,13323,0,clean
1,1,1,13323,13323,1,539,5900,0,13323,0,clean
1,1,1,13323,13323,1,539,5900,0,13323,0,clean
1,1,1,13323,13323,1,539,5900,0,13323,0,clean
1,1,1,13323,13323,1,539,5900,0,13323,0,clean
1,1,1,13323,13323,1,539,5900,0,13323,0,clean
1,1,1,13323,13323,1,539,5900,0,13323,0,clean
1,1,1,13323,13323,1,539,5900,0,13323,0,clean
1,1,1,13323,13323,1,539,5900,0,13323,0,clean
1,1,1,13323,13323,1,539,5900,0,13323,0,clean
1,1,1,13323,13323,1,539,5900,0,13323,0,clean
1,1,1,13323,13323,1,539,5900,0,13323,0,clean
1,1,1,13323,13323,1,539,5900,0,13323,0,clean
1,1,1,13323,13323,1,539,5900,0,13323,0,clean
1,1,1,13323,13323,1,539,5900,0,13323,0,clean
1,1,1,13323,13323,1,539,5900,0,13323,0,clean
1,1,1,13323,13323,1,539,5900,0,13323,0,clean
1,1,1,13323,13323,1,539,5900,0,13323,0,clean
1,1,1,13323,13323,1,539,5900,0,13323,0,clean
1,1,1,13323,13323,1,539,5900,0,13323,0,clean
1,1,1,13323,13323,1,539,5900,0,13323,0,clean
1,1,1,13323,13323,1,539,5900,0,13323,0,clean
1,1,1,13323,13323,1,539,5900,0,13323,0,clean
1,1,1,13323,13323,1,539,5900,0,13323,0,clean
1,1,1,13323,13323,1,539,5900,0,13323,0,clean
1,1,1,13323,13323,1,539,5900,0,13323,0,clean
1,1,1,13323,13323,1,539,5900,0,13323,0,clean
1,1,1,13323,13323,1,539,5900,0,13323,0,clean
1,1,1,13323,13323,1,539,5900,0,13323,0,clean
1,1,1,13323,13323,1,539,5900,0,13323,0,clean
1,1,1,13323,13323,1,539,5900,0,13323,0,clean
1,1,1,13323,13323,1,539,5900,0,13323,0,clean
1,1,1,13323,13323,1,539,5900,0,13323,0,clean
1,1,1,13323,13323,1,539,5900,0,13323,0,clean
1,1,1,13323,13323,1,539,5900,0,13323,0,clean
1,1,1,13323,13323,1,539,5900,0,13323,0,clean
1,1,1,13323,13323,1,539,5900,0,13323,0,clean
1,1,1,13323,13323,1,539,5900,0,13323,0,clean
1,1,1,13323,13323,1,539,5900,0,13323,0,clean
1,1,1,13323,13323,1,539,5900,0,13323,0,clean
1,1,1,13323,13323,1,539,5900,0,13323,0,clean
